"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","37UEWGM5HUILR2H4YCP5LREK8VPR1D","A3IXVW8BCITITE","Submitted","Wed Jun 19 11:09:12 PDT 2019","Wed Jun 19 12:05:45 PDT 2019","Sat Jun 22 12:05:45 PDT 2019","","","","3393","0% (0/0)","0% (0/0)","0% (0/0)","Z4hMSntv7"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","382M9COHEIPCRV3XEUFPXMKY43AEU0","A62H1UZADLF7Q","Submitted","Wed Jun 19 12:10:01 PDT 2019","Wed Jun 19 12:21:39 PDT 2019","Sat Jun 22 12:21:39 PDT 2019","","","","698","0% (0/0)","0% (0/0)","0% (0/0)","Z4CVcpZIU"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","39K0FND3AIPQOAHCPNMHATDD62WMA8","A21SP7E5DFFX37","Submitted","Wed Jun 19 11:09:12 PDT 2019","Wed Jun 19 11:53:01 PDT 2019","Sat Jun 22 11:53:01 PDT 2019","","","","2629","0% (0/0)","0% (0/0)","0% (0/0)","Z42DlWp4L"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","39KFRKBFIO5FKV0RI9FA5JKP4TEOYZ","A2G0GEZRMR8V66","Submitted","Wed Jun 19 12:45:37 PDT 2019","Wed Jun 19 13:00:48 PDT 2019","Sat Jun 22 13:00:48 PDT 2019","","","","911","0% (0/0)","0% (0/0)","0% (0/0)","Z4e7K5Fu1"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","3GM6G9ZBKO7V36GLVNDY5Y35URHTM0","A3BS1M91N9ZEAY","Submitted","Wed Jun 19 11:09:12 PDT 2019","Wed Jun 19 12:08:30 PDT 2019","Sat Jun 22 12:08:30 PDT 2019","","","","3558","0% (0/0)","0% (0/0)","0% (0/0)","Z4PaRNV33"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","3H7XDTSHKD1N3DOTFPKEFDQ72ZNWGL","A2TAYTXLXA8EZD","Submitted","Wed Jun 19 13:35:07 PDT 2019","Wed Jun 19 13:51:37 PDT 2019","Sat Jun 22 13:51:37 PDT 2019","","","","990","0% (0/0)","0% (0/0)","0% (0/0)","Z4cuFxip4"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","3L4PIM1GQUQIH8S7A1WEZEPUFGYYRI","A2DOIZHRZR5HHU","Submitted","Wed Jun 19 11:09:13 PDT 2019","Wed Jun 19 11:30:03 PDT 2019","Sat Jun 22 11:30:03 PDT 2019","","","","1250","100% (1/1)","0% (0/0)","0% (0/0)","Z4591Jcf3"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","3OUYGIZWR88080G7P1HG2RVV2LVP0G","A9PJRCYJEL7TJ","Submitted","Wed Jun 19 11:09:12 PDT 2019","Wed Jun 19 11:21:56 PDT 2019","Sat Jun 22 11:21:56 PDT 2019","","","","764","0% (0/0)","0% (0/0)","0% (0/0)","Z4i5Egyrx"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","3TE3O85731ISGNZ0HGPJQAOP013R2U","A2MQ6VUSKCQ9FH","Submitted","Wed Jun 19 11:51:19 PDT 2019","Wed Jun 19 12:09:42 PDT 2019","Sat Jun 22 12:09:42 PDT 2019","","","","1103","0% (0/0)","0% (0/0)","0% (0/0)","Z4Gx3kOR2"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","3XC1O3LBOTWBXOY0VBCJ5LOGUMRTLY","AVXEDARJC5HLU","Submitted","Wed Jun 19 12:09:30 PDT 2019","Wed Jun 19 12:41:54 PDT 2019","Sat Jun 22 12:41:54 PDT 2019","","","","1944","100% (5/5)","0% (0/0)","0% (0/0)","Z4r9n30DP"
